Molecule_ID,Source_Molecule_ID,SMILES,Molecule_class,Cacetal-q(N),Cacetal-q(N+1),Cacetal-s-,E_HOMO(N-1),VIP,Overall_Average,Pos_Average,Polar_Area,Split_Cacetal_q_N,Split_Cacetal_q_Nplus1,Split_Cacetal_s_minus,Split_E_HOMO_Nminus1,Split_VIP,Split_Overall_Average,Split_Pos_Average,Split_Polar_Area
DFT1014,acetal1500_001014,CC(OCC(C)(C)C)Oc1ccccc1,acetal,0.1326,0.1249333333333333,0.0846666666666666,-0.281833667,0.2158513333333333,-0.000850833,0.0128454666666666,38.71666666666667,train,validation,train,train,train,train,train,train
DFT1015,acetal1500_001015,Cc1ccc(COC(C)OCC(C)(C)C)cc1,acetal,0.1235,0.1148,0.0362,-0.262383333,0.226846,-0.001911713,0.0116891699999999,35.013333333333335,train,test,train,train,train,train,train,train
DFT1016,acetal1500_001016,CC(OCOc1ccccc1)OCC(C)(C)C,acetal,0.1264333333333333,0.1250333333333333,0.0175666666666666,-0.267653,0.215467,0.0001994666666666,0.0139029133333333,42.01333333333333,train,train,train,validation,train,test,train,train
DFT1017,acetal1500_001017,CC(OCC(C)(C)C)Oc1ccccn1,acetal,0.128,0.1191,0.0949,-0.286466,0.226044,-0.002046287,0.0115440966666666,29.19333333333333,train,train,validation,test,train,train,train,train
DFT1018,acetal1500_001018,CC(OCN)OCC(C)(C)C,acetal,0.1181,0.0996666666666666,0.1130666666666666,-0.273612,0.2450613333333333,-0.00101106,0.0150562299999999,38.806666666666665,train,validation,train,validation,train,test,train,train
DFT1019,acetal1500_001019,CC(OCC#N)OCC(C)(C)C,acetal,0.1296333333333333,0.1023,0.1834666666666666,-0.318786333,0.2578096666666666,0.00543736,0.0209001866666666,59.09333333333333,train,train,train,validation,test,train,validation,test
DFT1020,acetal1500_001020,CC(OCN1CCOCC1)OCC(C)(C)C,acetal,0.1251,0.1159999999999999,0.03335,-0.269189,0.216165,0.00043229,0.014614805,41.86,train,train,validation,validation,train,train,train,train
DFT1021,acetal1500_001021,CC(OCN1CCCCC1)OCC(C)(C)C,acetal,0.1203666666666666,0.1099333333333333,0.0391666666666666,-0.271578,0.2046653333333333,-0.00078332,0.0102660399999999,25.58666666666667,train,train,train,train,test,train,train,train
DFT1022,acetal1500_001022,C=COC(C)OCC(C)(C)C,acetal,0.1316666666666666,0.1109999999999999,0.0883,-0.277210667,0.228212,1.6533333333333337e-05,0.0139357233333333,40.5,train,test,test,train,train,train,train,validation
DFT1023,acetal1500_001023,C=CCOC(C)OCC(C)(C)C,acetal,0.1223,0.1115666666666666,0.1298333333333333,-0.273909667,0.2475043333333333,0.0002739933333333,0.0120547833333333,32.77666666666667,train,train,train,train,train,train,train,train
DFT1024,acetal1500_001024,CC(OCF)OCF,acetal,0.1323333333333333,0.0391666666666666,0.1225,-0.35601,0.2929543333333333,0.00080563,0.02177893,65.62333333333333,train,train,train,train,train,train,test,train
DFT1025,acetal1500_001025,CC(OCF)OC(F)F,acetal,0.1394999999999999,0.0529666666666666,0.1414,-0.366162333,0.300692,0.0025605666666666,0.0262960566666666,69.79,train,test,test,test,train,test,test,validation
DFT1026,acetal1500_001026,CC(OCF)OC(F)(F)F,acetal,0.1422,0.0327,0.1194,-0.3863775,0.3080065,0.00256085,0.02150119,55.505,train,train,validation,train,test,train,test,train
DFT1027,acetal1500_001027,CC(OCF)OCCF,acetal,0.1297333333333333,0.0267,0.1306333333333333,-0.337606333,0.27242,6.609999999999993e-06,0.0219744033333333,66.64666666666666,test,train,train,train,validation,test,train,train
DFT1028,acetal1500_001028,CC(OCF)OCC(F)F,acetal,0.1329,0.0392666666666666,0.1461333333333333,-0.344075333,0.2774826666666666,0.0014605133333333,0.0250966699999999,69.99333333333334,train,train,train,test,train,train,train,train
DFT1029,acetal1500_001029,CC(OCF)OCCl,acetal,0.1342666666666666,0.1176,0.1439,-0.339454667,0.2901203333333333,0.0018515333333333,0.0248155733333333,71.91000000000001,train,train,validation,train,train,train,train,train
DFT1030,acetal1500_001030,CC(OCF)OC(Cl)Cl,acetal,0.1441333333333333,0.1256666666666666,0.1615333333333333,-0.345156,0.2966273333333333,0.0029961266666666,0.0287175233333333,67.01666666666667,train,train,validation,train,train,train,test,train
DFT1031,acetal1500_001031,CC(OCF)OCCCl,acetal,0.1300333333333333,0.1223,0.1620666666666666,-0.316281667,0.2701846666666667,0.0012270999999999,0.0257060666666666,72.08666666666666,train,validation,train,train,train,train,train,train
DFT1032,acetal1500_001032,CC(OCF)OCC(Cl)Cl,acetal,0.1338666666666667,0.1244,0.1802666666666666,-0.323489,0.2796163333333333,0.0022665833333333,0.0249482966666666,62.92333333333334,validation,train,validation,validation,validation,train,train,train
DFT1033,acetal1500_001033,CC(OCF)OCBr,acetal,0.1328,0.1168666666666666,0.1330333333333333,-0.329898667,0.283317,0.0024455433333333,0.0227479066666666,62.31333333333333,train,train,train,train,train,train,train,train
DFT1034,acetal1500_001034,CC(OCF)OCCBr,acetal,0.1311,0.1219333333333333,0.1299,-0.309712333,0.269734,0.00130315,0.0233344433333333,66.53666666666668,train,train,train,train,train,train,train,train
DFT1035,acetal1500_001035,COCOC(C)OCF,acetal,0.0964333333333333,0.0130666666666666,0.2178333333333333,-0.308182667,0.2575546666666666,-0.001448507,0.01866195,59.47,train,train,train,train,train,train,train,train
DFT1036,acetal1500_001036,COCCOC(C)OCF,acetal,0.1277333333333333,0.1035999999999999,0.0456,-0.291776333,0.2492816666666667,-0.001199727,0.01750489,57.25,train,validation,train,test,train,train,train,validation
DFT1037,acetal1500_001037,CC(OCF)OCCO,acetal,0.1315,0.0951333333333333,0.0831666666666666,-0.309215667,0.2580866666666666,0.00247759,0.02308027,63.73666666666666,validation,validation,train,train,train,train,train,test
DFT1038,acetal1500_001038,CC(OCF)OCOCc1ccccc1,acetal,0.1303666666666666,0.1289333333333333,0.0096666666666666,-0.276294,0.23633,-0.001862097,0.01828591,58.26,train,train,test,train,train,train,validation,train
DFT1039,acetal1500_001039,CC(OCF)OCCOCCc1ccccc1,acetal,0.1286333333333333,0.1284666666666666,0.0055333333333333,-0.265053333,0.229472,0.0010079066666666,0.0160951266666666,52.79333333333333,train,train,train,test,train,train,train,train
DFT1040,acetal1500_001040,CC(OCF)OC1CC1,acetal,0.1273999999999999,0.0926666666666666,0.0897666666666666,-0.319079,0.253862,3.5523333333333326e-05,0.0143745133333333,47.29666666666666,train,train,train,train,train,train,validation,validation
DFT1041,acetal1500_001041,CC(OCF)OC1CCC1,acetal,0.1273666666666666,0.0825333333333333,0.1083666666666666,-0.323118333,0.2579133333333333,0.0006613433333333,0.0142273333333333,43.17333333333334,train,validation,test,validation,train,train,validation,validation
DFT1042,acetal1500_001042,CC(OCF)OC1CCCC1,acetal,0.127,0.0936666666666666,0.1189,-0.323591333,0.2592993333333333,0.0004583766666666,0.0140897566666666,40.93666666666667,train,train,train,train,train,test,train,train
DFT1043,acetal1500_001043,CC(OCF)OC1CCCCC1,acetal,0.1262,0.1137666666666666,0.1079333333333333,-0.312071667,0.257614,5.7393333333333325e-05,0.0122220633333333,35.163333333333334,train,train,test,validation,train,train,validation,validation
DFT1044,acetal1500_001044,CC(OCF)OC1CCCCCC1,acetal,0.1263999999999999,0.1126333333333333,0.1172666666666666,-0.310659333,0.2587263333333333,3.113333333333348e-06,0.0118583566666666,34.17333333333333,train,train,train,train,train,train,train,train
DFT1045,acetal1500_001045,CC(OCF)OC1CC2CCC1C2,acetal,0.1294,0.1174,0.1119,-0.3089665,0.2532445,-0.00109182,0.01430819,36.175,train,train,train,validation,validation,train,train,train
DFT1046,acetal1500_001046,CC(OCF)OCc1ccccc1,acetal,0.1271,0.1184666666666666,0.0359333333333333,-0.287087667,0.2382403333333333,-0.000927323,0.0174262533333333,55.653333333333336,test,train,train,train,test,train,train,validation
DFT1047,acetal1500_001047,CC(OCF)Oc1ccccc1,acetal,0.1354333333333333,0.1271666666666666,0.0828,-0.289978,0.2197916666666667,-0.00037546,0.01742318,57.65333333333333,train,train,test,train,train,validation,train,train
DFT1048,acetal1500_001048,Cc1ccc(COC(C)OCF)cc1,acetal,0.1276666666666666,0.1175666666666666,0.0303666666666666,-0.281274,0.2296203333333333,-0.001108397,0.0157798033333333,51.27333333333333,train,train,validation,train,train,train,validation,train
DFT1049,acetal1500_001049,CC(OCF)OCOc1ccccc1,acetal,0.1299,0.1282666666666666,0.0177333333333333,-0.289859333,0.218746,-0.00085243,0.0168105,55.086666666666666,train,train,train,test,train,train,train,train
DFT1050,acetal1500_001050,CC(OCF)Oc1ccccn1,acetal,0.1298666666666666,0.1206999999999999,0.0894,-0.30487,0.2303046666666666,-0.00224329,0.0170154566666666,52.84333333333333,train,train,train,test,train,validation,train,train
DFT1051,acetal1500_001051,CC(OCN)OCF,acetal,0.1217666666666666,0.1078,0.0694666666666666,-0.301961667,0.2499003333333333,-0.00130549,0.0237657566666666,62.95333333333334,train,train,validation,train,validation,train,validation,test
DFT1052,acetal1500_001052,CC(OCF)OC[N+](=O)[O-],acetal,0.1338333333333333,0.1275,0.1956999999999999,-0.336916333,0.2867356666666666,0.00333113,0.02977945,74.88666666666667,test,test,validation,validation,validation,train,train,train
DFT1053,acetal1500_001053,CC(OCF)OCC#N,acetal,0.1334666666666666,0.1056333333333333,0.1891666666666666,-0.344419667,0.278788,0.0054628766666666,0.0312157733333333,74.56666666666666,train,train,train,train,train,test,train,validation
DFT1054,acetal1500_001054,CC(OCF)OCN1CCOCC1,acetal,0.1294,0.08245,0.03025,-0.274972,0.2178545,0.0011378949999999,0.019613775,59.9,test,test,train,train,validation,train,train,test
DFT1055,acetal1500_001055,CC(OCF)OCN1CCCCC1,acetal,0.1256499999999999,0.12045,0.0325499999999999,-0.2907675,0.2052805,7.142500000000001e-05,0.013135385,39.83,validation,test,validation,test,train,validation,train,train
DFT1056,acetal1500_001056,C=COC(C)OCF,acetal,0.1359999999999999,0.1136666666666666,0.0969666666666666,-0.318966667,0.2274133333333333,0.0004082966666666,0.0207156733333333,59.49333333333333,train,train,train,train,train,train,train,train
DFT1057,acetal1500_001057,C=CCOC(C)OCF,acetal,0.1263,0.1116666666666666,0.0879666666666666,-0.297088,0.2533926666666666,0.0001434933333333,0.01682092,55.18333333333334,test,test,train,train,train,validation,train,train
DFT1058,acetal1500_001058,C#CCOC(C)OCF,acetal,0.1308666666666666,0.1037666666666666,0.0926,-0.309288,0.261809,-0.000853063,0.0226146266666666,66.78666666666668,train,train,train,train,test,train,train,test
DFT1059,acetal1500_001059,CC(OC(F)F)OC(F)F,acetal,0.1467666666666666,0.055,0.1320333333333333,-0.377349333,0.3119236666666666,0.0039452533333333,0.0331107666666666,72.16666666666667,validation,train,test,train,train,train,train,train
